geography code,Household composition: Total; measures: Value,Household composition: One person household; measures: Value,Household composition: One person household: Aged 66 years and over; measures: Value,Household composition: One person household: Other; measures: Value,Household composition: Single family household; measures: Value,Household composition: Single family household: All aged 66 years and over; measures: Value,Household composition: Single family household: Married or civil partnership couple; measures: Value,Household composition: Single family household: Married or civil partnership couple: No children; measures: Value,Household composition: Single family household: Married or civil partnership couple: Dependent children; measures: Value,Household composition: Single family household: Married or civil partnership couple: All children non-dependent; measures: Value,Household composition: Single family household: Cohabiting couple family; measures: Value,Household composition: Single family household: Cohabiting couple family: No children; measures: Value,Household composition: Single family household: Cohabiting couple family: With dependent children; measures: Value,Household composition: Single family household: Cohabiting couple family: All children non-dependent; measures: Value,Household composition: Single family household: Lone parent family; measures: Value,Household composition: Single family household: Lone parent family: With dependent children; measures: Value,Household composition: Single family household: Lone parent family: All children non-dependent; measures: Value,Household composition: Single family household: Other single family household; measures: Value,Household composition: Single family household: Other single family household: Other family composition; measures: Value,Household composition: Other household types; measures: Value,Household composition: Other household types: With dependent children; measures: Value,"Household composition: Other household types: Other, including all full-time students and all aged 66 years and over; measures: Value",Population Density: Persons per square kilometre; measures: Value,Multiple ethnic groups in household: Total: All households,Multiple ethnic groups in household: One-person household,Multiple ethnic groups in household: All household members have the same ethnic group,Multiple ethnic groups in household: Ethnic groups differ between generations but not within partnerships,Multiple ethnic groups in household: Ethnic groups differ within partnerships,Multiple ethnic groups in household: Any other combination of multiple ethnic identities,ethnic groups,Proficiency in English language: Total: All usual residents aged 3 years and over,Proficiency in English language: Main language is English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales),Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English very well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Can speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English well,Proficiency in English language: Main language is not English (English or Welsh in Wales): Cannot speak English,language_fluency,General health: Total: All usual residents,General health: Very good health,General health: Good health,General health: Fair health,General health: Bad health,General health: Very bad health,health,Occupancy rating for bedrooms: Total: All households,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +2 or more,Occupancy rating for bedrooms: Occupancy rating of bedrooms: +1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: 0,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -1,Occupancy rating for bedrooms: Occupancy rating of bedrooms: -2 or less,Occupancy_rating_for_bedrooms,Highest level of qualification: Total: All usual residents aged 16 years and over,Highest level of qualification: No qualifications,Highest level of qualification: Level 1 and entry level qualifications,Highest level of qualification: Level 2 qualifications,Highest level of qualification: Apprenticeship,Highest level of qualification: Level 3 qualifications,Highest level of qualification: Level 4 qualifications and above,Highest level of qualification: Other qualifications,education,Local authority name,Year ending Dec 2022,Name,Geography,Mid-2022,Mid-2011
E07000037,40773.0,12944.0,5889.0,7055.0,26400.0,4309.0,12718.0,5205.0,5166.0,2347.0,5150.0,2717.0,2109.0,324.0,4070.0,2486.0,1584.0,153.0,153.0,1429.0,562.0,867.0,168.7,40773.0,12944.0,25668.0,289.0,1572.0,300.0,0.05300076,88455.0,87308.0,1147.0,631.0,324.0,177.0,15.0,0.997829405,90933.0,43301.0,31083.0,12007.0,3535.0,1007.0,0.950051137,40772.0,16417.0,14930.0,8747.0,622.0,56.0,0.768836456,75660.0,11307.0,7063.0,10412.0,4578.0,13751.0,26922.0,1627.0,0.850555115,High Peak,"250,000",High Peak,Non-metropolitan District,"91,109","90,982"
E07000038,45990.0,14305.0,7017.0,7288.0,30258.0,5998.0,14219.0,5781.0,5655.0,2783.0,5613.0,2941.0,2300.0,372.0,4279.0,2604.0,1675.0,149.0,149.0,1427.0,626.0,801.0,370.1,45987.0,14305.0,30031.0,246.0,1171.0,234.0,0.03590145,99235.0,98124.0,1111.0,563.0,375.0,130.0,43.0,0.998256663,102001.0,44381.0,35060.0,15945.0,5166.0,1449.0,0.935147695,45987.0,19830.0,17451.0,8127.0,534.0,45.0,0.810685629,85273.0,17066.0,9101.0,12364.0,5825.0,15328.0,23507.0,2082.0,0.799866312,North East Derbyshire,"240,000",North East Derbyshire,Non-metropolitan District,"103,783","99,100"
E07000039,45239.0,12249.0,5141.0,7108.0,31331.0,4619.0,15719.0,5983.0,6992.0,2744.0,6516.0,3626.0,2538.0,352.0,4338.0,2854.0,1484.0,139.0,139.0,1659.0,802.0,857.0,317.1,45240.0,12249.0,30397.0,416.0,1800.0,378.0,0.057338638,103770.0,100580.0,3190.0,1711.0,1010.0,374.0,95.0,0.995480389,107208.0,51669.0,36956.0,13642.0,3853.0,1088.0,0.953912021,45240.0,20977.0,15885.0,7695.0,619.0,64.0,0.814809903,86954.0,13922.0,8596.0,12843.0,5439.0,16365.0,27668.0,2121.0,0.839892357,South Derbyshire,"254,995",South Derbyshire,Non-metropolitan District,"111,133","94,915"
E07000040,66791.0,20056.0,11841.0,8215.0,43615.0,11007.0,20208.0,8465.0,8333.0,3410.0,7048.0,3940.0,2713.0,395.0,5135.0,3015.0,2120.0,217.0,217.0,3120.0,1075.0,2045.0,185.2,66788.0,20056.0,43112.0,417.0,2552.0,651.0,0.054201354,147072.0,144297.0,2775.0,1495.0,888.0,305.0,87.0,0.997334639,150827.0,69973.0,52881.0,20650.0,5798.0,1525.0,0.951447685,66789.0,29481.0,23792.0,12517.0,862.0,137.0,0.797631346,127389.0,19207.0,12653.0,19009.0,8200.0,21722.0,43114.0,3484.0,0.8492256,East Devon,"330,000",East Devon,Non-metropolitan District,"154,500","133,272"
E07000041,52554.0,17021.0,7114.0,9907.0,30126.0,4371.0,14163.0,5129.0,6788.0,2246.0,6563.0,4068.0,2168.0,327.0,4661.0,2852.0,1809.0,368.0,368.0,5407.0,856.0,4551.0,2780.0,52554.0,17021.0,29737.0,604.0,3039.0,2153.0,0.110286562,127221.0,117312.0,9909.0,5304.0,3389.0,1047.0,169.0,0.99044183,130709.0,66498.0,43054.0,15152.0,4665.0,1340.0,0.954058252,52554.0,17966.0,17709.0,15553.0,1190.0,136.0,0.678825589,111331.0,15078.0,9098.0,12730.0,5316.0,27915.0,38612.0,2582.0,0.864566024,Exeter,"315,000",Exeter,Non-metropolitan District,"134,939","117,063"
E07000042,35635.0,10238.0,5218.0,5020.0,23626.0,4555.0,11686.0,4716.0,5015.0,1955.0,4141.0,2251.0,1661.0,229.0,3123.0,1921.0,1202.0,121.0,121.0,1771.0,703.0,1068.0,90.8,35634.0,10238.0,23574.0,207.0,1304.0,311.0,0.051130942,80492.0,78357.0,2135.0,876.0,791.0,405.0,63.0,0.994185758,82852.0,39073.0,28866.0,10954.0,3085.0,874.0,0.952216,35633.0,16065.0,11696.0,7237.0,579.0,56.0,0.779081189,68204.0,11614.0,6968.0,10548.0,4122.0,12262.0,20928.0,1762.0,0.829716732,Mid Devon,"300,000",Mid Devon,Non-metropolitan District,"83,786","77,936"
E07000043,43198.0,13257.0,6825.0,6432.0,27755.0,5775.0,13057.0,5477.0,5290.0,2290.0,4879.0,2586.0,2014.0,279.0,3862.0,2357.0,1505.0,182.0,182.0,2186.0,836.0,1350.0,90.8,43197.0,13257.0,27939.0,248.0,1376.0,377.0,0.046322661,96061.0,94235.0,1826.0,911.0,640.0,234.0,41.0,0.997137236,98611.0,46135.0,33154.0,13705.0,4352.0,1265.0,0.943038809,43197.0,18600.0,14728.0,9204.0,599.0,66.0,0.77153506,82194.0,14596.0,9099.0,12743.0,5557.0,14604.0,23458.0,2137.0,0.822420128,North Devon,"310,000",North Devon,Non-metropolitan District,"100,505","93,976"
E07000044,39335.0,11621.0,6564.0,5057.0,25800.0,5847.0,12720.0,5508.0,5055.0,2157.0,3994.0,2219.0,1550.0,225.0,3113.0,1841.0,1272.0,126.0,126.0,1914.0,667.0,1247.0,100.0,39335.0,11621.0,25274.0,274.0,1723.0,443.0,0.06203127,86651.0,85427.0,1224.0,768.0,340.0,94.0,22.0,0.998661296,88627.0,43499.0,29405.0,11292.0,3413.0,1018.0,0.950003949,39335.0,18663.0,12763.0,7412.0,445.0,52.0,0.798932249,74970.0,9725.0,6329.0,10121.0,4397.0,12682.0,29878.0,1838.0,0.870281446,South Hams,"384,000",South Hams,Non-metropolitan District,"89,812","83,563"
E07000045,59838.0,18406.0,9885.0,8521.0,38493.0,8248.0,18093.0,7726.0,7239.0,3128.0,6724.0,3699.0,2589.0,436.0,5244.0,3195.0,2049.0,184.0,184.0,2939.0,1036.0,1903.0,200.1,59838.0,18406.0,38305.0,381.0,2176.0,570.0,0.052257763,131356.0,129550.0,1806.0,979.0,584.0,187.0,56.0,0.998150065,134803.0,61426.0,47053.0,19026.0,5739.0,1559.0,0.945861739,59838.0,24765.0,21662.0,12529.0,787.0,95.0,0.775878204,113461.0,17758.0,11479.0,16817.0,7420.0,19731.0,37172.0,3084.0,0.843488071,Teignbridge,"300,000",Teignbridge,Non-metropolitan District,"135,952","124,271"
E07000046,30454.0,9330.0,4968.0,4362.0,19567.0,4440.0,9201.0,4301.0,3285.0,1615.0,3348.0,1814.0,1353.0,181.0,2474.0,1517.0,957.0,104.0,104.0,1557.0,589.0,968.0,69.2,30457.0,9330.0,19913.0,178.0,844.0,192.0,0.039859474,66489.0,65812.0,677.0,327.0,226.0,103.0,21.0,0.99813503,68114.0,29852.0,23713.0,10453.0,3216.0,880.0,0.93986552,30457.0,13764.0,10788.0,5466.0,394.0,45.0,0.806120104,57560.0,10824.0,6635.0,9073.0,4208.0,10137.0,15059.0,1624.0,0.811952745,Torridge,"300,000",Torridge,Non-metropolitan District,"68,635","63,973"
E07000047,24819.0,7300.0,4070.0,3230.0,16296.0,3717.0,8097.0,3643.0,3061.0,1393.0,2503.0,1437.0,938.0,128.0,1902.0,1127.0,775.0,77.0,77.0,1223.0,469.0,754.0,49.2,24818.0,7300.0,16256.0,124.0,931.0,207.0,0.050850189,55880.0,55119.0,761.0,383.0,263.0,100.0,15.0,0.997942019,57096.0,26007.0,19802.0,8236.0,2380.0,671.0,0.946563682,24818.0,11785.0,8122.0,4546.0,316.0,49.0,0.802119429,48361.0,7530.0,4858.0,7079.0,3049.0,8119.0,16468.0,1258.0,0.844296024,West Devon,"304,995",West Devon,Non-metropolitan District,"58,190","53,655"
E07000061,45610.0,16205.0,8127.0,8078.0,26614.0,5032.0,11349.0,4224.0,5074.0,2051.0,5039.0,2689.0,2024.0,326.0,4897.0,3084.0,1813.0,297.0,297.0,2791.0,930.0,1861.0,2302.6,45611.0,16205.0,24412.0,809.0,3054.0,1131.0,0.109491132,98947.0,91681.0,7266.0,3454.0,2658.0,977.0,177.0,0.988337191,101689.0,43956.0,35844.0,15503.0,4946.0,1440.0,0.937200681,45610.0,13110.0,16193.0,14495.0,1628.0,184.0,0.642468757,84574.0,15567.0,9379.0,12393.0,4808.0,14436.0,25210.0,2781.0,0.81593634,Eastbourne,"290,000",Eastbourne,Non-metropolitan District,"102,247","99,308"
E07000062,40453.0,14441.0,6030.0,8411.0,23261.0,3229.0,9812.0,3886.0,4110.0,1816.0,5135.0,2627.0,2172.0,336.0,4857.0,3129.0,1728.0,228.0,228.0,2751.0,1101.0,1650.0,3053.9,40453.0,14441.0,22118.0,660.0,2396.0,838.0,0.096259857,88123.0,83505.0,4618.0,2183.0,1684.0,649.0,102.0,0.991477821,90994.0,38395.0,31864.0,14122.0,5025.0,1588.0,0.927324879,40452.0,11693.0,13846.0,13340.0,1398.0,175.0,0.631340848,74704.0,15039.0,8387.0,11256.0,3815.0,12768.0,21357.0,2082.0,0.798685479,Hastings,"290,000",Hastings,Non-metropolitan District,"90,622","90,173"
E07000063,43694.0,13539.0,7827.0,5712.0,27750.0,5713.0,12959.0,4938.0,5666.0,2355.0,4635.0,2393.0,1928.0,314.0,4292.0,2643.0,1649.0,151.0,151.0,2405.0,850.0,1555.0,342.0,43689.0,13539.0,25978.0,569.0,2845.0,758.0,0.095493145,97332.0,94527.0,2805.0,1648.0,811.0,290.0,56.0,0.996445157,99905.0,45533.0,34732.0,14156.0,4297.0,1187.0,0.945107852,43688.0,16853.0,15201.0,10575.0,975.0,84.0,0.733702619,83222.0,13372.0,8498.0,11840.0,4497.0,13794.0,28978.0,2243.0,0.839321333,Lewes,"395,995",Lewes,Non-metropolitan District,"100,677","97,584"
E07000064,42100.0,13713.0,8384.0,5329.0,26159.0,6864.0,11457.0,5109.0,4137.0,2211.0,3938.0,2092.0,1535.0,311.0,3757.0,2195.0,1562.0,143.0,143.0,2228.0,902.0,1326.0,182.8,42102.0,13713.0,25243.0,401.0,2203.0,542.0,0.074723291,90941.0,89169.0,1772.0,979.0,565.0,183.0,45.0,0.99749288,93110.0,39362.0,33607.0,14561.0,4365.0,1215.0,0.940070884,42102.0,17071.0,14990.0,9053.0,892.0,96.0,0.761507767,79489.0,15007.0,8802.0,11688.0,4728.0,13035.0,23746.0,2483.0,0.811206582,Rother,"365,000",Rother,Non-metropolitan District,"94,162","90,729"
E07000065,68267.0,18745.0,10936.0,7809.0,46219.0,9985.0,23298.0,9063.0,9884.0,4351.0,7010.0,3834.0,2729.0,447.0,5682.0,3292.0,2390.0,244.0,244.0,3303.0,1301.0,2002.0,192.2,68266.0,18745.0,44177.0,601.0,3906.0,837.0,0.078282014,156024.0,152877.0,3147.0,1839.0,953.0,302.0,53.0,0.997724709,160150.0,77218.0,55635.0,20209.0,5627.0,1461.0,0.955741492,68267.0,30561.0,23319.0,13260.0,1025.0,102.0,0.789253959,133648.0,19965.0,13935.0,20838.0,7742.0,24057.0,43548.0,3563.0,0.850615048,Wealden,"395,000",Wealden,Non-metropolitan District,"163,012","149,415"
E07000066,76364.0,21474.0,9440.0,12034.0,50450.0,6565.0,24233.0,7245.0,11951.0,5037.0,9598.0,4440.0,4447.0,711.0,9617.0,6068.0,3549.0,437.0,437.0,4440.0,2168.0,2272.0,1705.1,76362.0,21474.0,48133.0,1446.0,3803.0,1506.0,0.088460229,180335.0,171066.0,9269.0,4721.0,3224.0,1138.0,186.0,0.992658109,187571.0,90914.0,64185.0,23022.0,7229.0,2221.0,0.949619078,76362.0,26281.0,24439.0,22236.0,3037.0,369.0,0.664204709,148663.0,30827.0,19440.0,24489.0,7966.0,25316.0,36541.0,4084.0,0.792638383,Basildon,"360,000",Basildon,Non-metropolitan District,"188,848","174,971"
E07000067,64985.0,17774.0,8599.0,9175.0,44233.0,7127.0,21889.0,7705.0,9972.0,4212.0,8538.0,4369.0,3608.0,561.0,6417.0,3864.0,2553.0,262.0,262.0,2978.0,1188.0,1790.0,253.8,64986.0,17774.0,42369.0,727.0,3351.0,765.0,0.074523744,150418.0,145977.0,4441.0,2177.0,1594.0,575.0,95.0,0.995545746,155268.0,73375.0,55346.0,19655.0,5431.0,1461.0,0.955612232,64985.0,25949.0,22090.0,15431.0,1363.0,152.0,0.73923213,126566.0,23238.0,15569.0,21107.0,7466.0,23081.0,32674.0,3431.0,0.816396189,Braintree,"345,000",Braintree,Non-metropolitan District,"157,681","147,514"
E07000068,32342.0,9402.0,4417.0,4985.0,21487.0,3385.0,11030.0,3160.0,5615.0,2255.0,3667.0,2070.0,1361.0,236.0,3225.0,1904.0,1321.0,180.0,180.0,1453.0,629.0,824.0,503.2,32342.0,9402.0,19464.0,568.0,2409.0,499.0,0.107476347,74509.0,71495.0,3014.0,1839.0,851.0,271.0,53.0,0.995651532,77047.0,41588.0,24413.0,8141.0,2214.0,691.0,0.962295742,32342.0,13459.0,10357.0,7502.0,917.0,107.0,0.736379939,62868.0,9482.0,6071.0,9668.0,2966.0,10790.0,22248.0,1643.0,0.849176051,Brentwood,"465,000",Brentwood,Non-metropolitan District,"77,332","73,841"
E07000069,37392.0,10222.0,6145.0,4077.0,25276.0,5293.0,11935.0,3902.0,5035.0,2998.0,4164.0,1925.0,1861.0,378.0,3737.0,2083.0,1654.0,147.0,147.0,1894.0,909.0,985.0,2005.4,37389.0,10221.0,25043.0,330.0,1400.0,395.0,0.056834898,87084.0,85609.0,1475.0,654.0,533.0,241.0,47.0,0.996692848,89587.0,40925.0,31438.0,12324.0,3807.0,1093.0,0.945304564,37389.0,13906.0,14143.0,8320.0,904.0,116.0,0.750193907,74412.0,17753.0,10153.0,12632.0,5036.0,12659.0,13747.0,2432.0,0.761422889,Castle Point,"365,000",Castle Point,Non-metropolitan District,"89,731","87,964"
E07000070,75400.0,21153.0,9576.0,11577.0,50550.0,8062.0,25959.0,7986.0,13240.0,4733.0,8866.0,5110.0,3202.0,554.0,7239.0,4303.0,2936.0,424.0,424.0,3697.0,1366.0,2331.0,535.9,75403.0,21153.0,47116.0,1021.0,4820.0,1293.0,0.09461162,175884.0,166881.0,9003.0,5107.0,2756.0,996.0,144.0,0.993518455,181523.0,93611.0,61388.0,19993.0,5089.0,1442.0,0.964021088,75403.0,31600.0,23446.0,18346.0,1812.0,199.0,0.730024004,147738.0,22401.0,15318.0,22513.0,7621.0,25917.0,50086.0,3882.0,0.848373472,Chelmsford,"400,000",Chelmsford,Non-metropolitan District,"183,326","168,491"
E07000071,79710.0,23077.0,9826.0,13251.0,51588.0,7548.0,25099.0,8488.0,12372.0,4239.0,9883.0,5458.0,3915.0,510.0,8522.0,5583.0,2939.0,536.0,536.0,5045.0,1635.0,3410.0,587.2,79708.0,23075.0,48223.0,1254.0,5024.0,2132.0,0.105510112,186405.0,174049.0,12356.0,6873.0,4013.0,1241.0,229.0,0.992113945,192715.0,94777.0,66963.0,22916.0,6281.0,1778.0,0.958181771,79709.0,29765.0,26851.0,20799.0,2068.0,226.0,0.710283657,156342.0,24043.0,16123.0,23196.0,8139.0,30420.0,50401.0,4020.0,0.846215348,Colchester,"320,000",Colchester,Non-metropolitan District,"194,394","173,614"
E07000072,54557.0,14827.0,7334.0,7493.0,36345.0,5361.0,18418.0,5400.0,9016.0,4002.0,6164.0,3070.0,2585.0,509.0,6072.0,3406.0,2666.0,330.0,330.0,3385.0,1611.0,1774.0,398.2,54557.0,14827.0,32405.0,1266.0,4694.0,1365.0,0.134263248,130187.0,122312.0,7875.0,3968.0,2669.0,1063.0,175.0,0.990490602,134980.0,69924.0,44362.0,15163.0,4214.0,1317.0,0.959023559,54557.0,21207.0,17012.0,14131.0,1949.0,258.0,0.700533387,109929.0,20734.0,11388.0,16115.0,5490.0,17575.0,35632.0,2995.0,0.81138735,Epping Forest,"510,000",Epping Forest,Non-metropolitan District,"134,989","124,880"
E07000073,37857.0,10918.0,4411.0,6507.0,24364.0,2464.0,11165.0,3266.0,5717.0,2182.0,4901.0,2167.0,2325.0,409.0,5512.0,3622.0,1890.0,322.0,322.0,2575.0,1186.0,1389.0,3056.1,37857.0,10918.0,22545.0,1088.0,2249.0,1057.0,0.116068363,89666.0,80315.0,9351.0,4022.0,3778.0,1348.0,203.0,0.982702474,93328.0,44559.0,32106.0,11913.0,3659.0,1091.0,0.949104235,37855.0,9416.0,11776.0,13705.0,2669.0,289.0,0.559820367,73102.0,15364.0,9802.0,11618.0,4120.0,12132.0,17864.0,2202.0,0.789827912,Harlow,"328,500",Harlow,Non-metropolitan District,"94,409","82,177"
E07000074,27900.0,7418.0,4205.0,3213.0,19114.0,3867.0,9629.0,3601.0,3988.0,2040.0,3167.0,1667.0,1242.0,258.0,2372.0,1361.0,1011.0,79.0,79.0,1368.0,583.0,785.0,185.0,27899.0,7418.0,18909.0,198.0,1129.0,245.0,0.056346106,64465.0,63685.0,780.0,378.0,251.0,125.0,26.0,0.997657644,66208.0,30903.0,23469.0,8677.0,2487.0,672.0,0.952286733,27900.0,13099.0,8860.0,5398.0,482.0,61.0,0.787060932,55428.0,10674.0,6744.0,8920.0,3600.0,9798.0,14080.0,1612.0,0.80742585,Maldon,"394,500",Maldon,Non-metropolitan District,"67,554","61,720"
E07000075,35555.0,9359.0,5463.0,3896.0,24629.0,4715.0,12656.0,4108.0,5681.0,2867.0,3927.0,1866.0,1737.0,324.0,3214.0,1862.0,1352.0,117.0,117.0,1567.0,680.0,887.0,512.7,35560.0,9360.0,24166.0,262.0,1463.0,309.0,0.0571991,83201.0,82281.0,920.0,525.0,261.0,112.0,22.0,0.998389442,85661.0,41866.0,29571.0,10588.0,2837.0,799.0,0.957553612,35557.0,14717.0,12655.0,7468.0,649.0,68.0,0.769806227,70710.0,13556.0,9084.0,12358.0,4440.0,13097.0,16095.0,2080.0,0.808287371,Rochford,"407,400",Rochford,Non-metropolitan District,"87,216","83,333"
E07000076,67451.0,23073.0,12950.0,10123.0,41118.0,9782.0,17464.0,7392.0,6397.0,3675.0,6891.0,3356.0,2994.0,541.0,6676.0,3991.0,2685.0,305.0,305.0,3260.0,1368.0,1892.0,440.9,67451.0,23073.0,40864.0,531.0,2326.0,657.0,0.052097078,144426.0,142078.0,2348.0,1052.0,841.0,391.0,64.0,0.996849598,148292.0,58492.0,52819.0,25460.0,8891.0,2630.0,0.922308688,67451.0,22599.0,27225.0,15971.0,1492.0,164.0,0.738669553,124890.0,32782.0,16158.0,19076.0,8535.0,19444.0,24811.0,4084.0,0.737513011,Tendring,"290,000",Tendring,Non-metropolitan District,"151,451","138,062"
E07000077,36960.0,9228.0,4689.0,4539.0,26017.0,4203.0,14231.0,4590.0,7158.0,2483.0,4260.0,2210.0,1786.0,264.0,3202.0,1948.0,1254.0,121.0,121.0,1715.0,677.0,1038.0,142.5,36958.0,9228.0,24072.0,449.0,2660.0,549.0,0.098977217,88465.0,85775.0,2690.0,1590.0,776.0,272.0,52.0,0.996337535,91341.0,49323.0,29898.0,9180.0,2301.0,639.0,0.967812921,36958.0,18167.0,11240.0,7028.0,476.0,47.0,0.795686996,73521.0,10117.0,6980.0,11425.0,3739.0,12688.0,26926.0,1646.0,0.862393058,Uttlesford,"480,000",Uttlesford,Non-metropolitan District,"92,578","80,032"
E07000078,52902.0,18432.0,7352.0,11080.0,31401.0,4841.0,15088.0,5445.0,7447.0,2196.0,6710.0,4387.0,2023.0,300.0,4432.0,2730.0,1702.0,330.0,330.0,3069.0,694.0,2375.0,2549.3,52897.0,18432.0,29307.0,700.0,3343.0,1115.0,0.097510256,115440.0,107474.0,7966.0,3971.0,2900.0,956.0,139.0,0.990514553,118837.0,60237.0,39932.0,13876.0,3695.0,1097.0,0.959675859,52898.0,19659.0,18066.0,14144.0,939.0,90.0,0.713164959,98436.0,13181.0,7848.0,12338.0,4337.0,15886.0,42441.0,2405.0,0.866095737,Cheltenham,"318,000",Cheltenham,Non-metropolitan District,"119,434","115,645"
E07000079,40598.0,12263.0,6408.0,5855.0,26784.0,5728.0,13745.0,5709.0,5860.0,2176.0,4188.0,2537.0,1419.0,232.0,2976.0,1799.0,1177.0,147.0,147.0,1551.0,452.0,1099.0,78.0,40595.0,12261.0,25409.0,289.0,2196.0,440.0,0.072053209,88513.0,86541.0,1972.0,1131.0,666.0,157.0,18.0,0.998022889,90832.0,45781.0,31041.0,10559.0,2698.0,753.0,0.962006782,40595.0,20386.0,12290.0,7418.0,458.0,43.0,0.804926715,76315.0,10439.0,6768.0,10640.0,3669.0,12575.0,30370.0,1854.0,0.863211688,Cotswold,"435,000",Cotswold,Non-metropolitan District,"91,311","83,180"
E07000080,37217.0,10579.0,5603.0,4976.0,24817.0,5037.0,12033.0,5090.0,4626.0,2317.0,4315.0,2248.0,1770.0,297.0,3276.0,1900.0,1376.0,156.0,156.0,1821.0,735.0,1086.0,165.4,37217.0,10579.0,24903.0,210.0,1182.0,343.0,0.046618481,84678.0,83112.0,1566.0,648.0,542.0,301.0,75.0,0.995559649,87004.0,38990.0,30908.0,12355.0,3662.0,1089.0,0.945393315,37217.0,16878.0,12229.0,7455.0,584.0,71.0,0.78208883,73047.0,13427.0,7648.0,11425.0,4722.0,12861.0,21023.0,1941.0,0.816186839,Forest of Dean,"285,000",Forest of Dean,Non-metropolitan District,"87,937","82,200"
E07000081,55407.0,16754.0,6448.0,10306.0,35258.0,4503.0,17030.0,5975.0,7889.0,3166.0,7121.0,3829.0,2868.0,424.0,6255.0,3993.0,2262.0,349.0,349.0,3395.0,1227.0,2168.0,3266.6,55407.0,16754.0,33023.0,1333.0,2991.0,1306.0,0.10161171,128075.0,117816.0,10259.0,4399.0,3871.0,1703.0,286.0,0.984470037,132416.0,61882.0,46736.0,17259.0,5172.0,1367.0,0.95061775,55407.0,19628.0,18920.0,14923.0,1703.0,233.0,0.695724367,106939.0,19473.0,12336.0,16332.0,6536.0,19965.0,29295.0,3002.0,0.817905535,Gloucester,"250,000",Gloucester,Non-metropolitan District,"133,522","121,921"
E07000082,52379.0,15257.0,7641.0,7616.0,34832.0,6508.0,17579.0,6653.0,7885.0,3041.0,6166.0,3440.0,2358.0,368.0,4384.0,2572.0,1812.0,195.0,195.0,2290.0,812.0,1478.0,263.0,52378.0,15257.0,33415.0,463.0,2639.0,604.0,0.070754897,117872.0,115710.0,2162.0,1214.0,684.0,219.0,45.0,0.997760282,121102.0,58893.0,42058.0,15125.0,4014.0,1012.0,0.958497795,52378.0,24395.0,16695.0,10474.0,758.0,56.0,0.784489671,100195.0,13517.0,9028.0,13879.0,5638.0,17118.0,38746.0,2269.0,0.865093069,Stroud,"330,000",Stroud,Non-metropolitan District,"123,205","113,074"
E07000083,40934.0,11554.0,5745.0,5809.0,27781.0,5007.0,13937.0,5238.0,6480.0,2219.0,4998.0,2824.0,1931.0,243.0,3717.0,2315.0,1402.0,122.0,122.0,1599.0,652.0,947.0,229.0,40931.0,11551.0,26659.0,408.0,1886.0,427.0,0.066477731,91788.0,88713.0,3075.0,1619.0,1061.0,345.0,50.0,0.995696605,94884.0,47236.0,32541.0,11385.0,2956.0,766.0,0.960773155,40931.0,19078.0,13503.0,7762.0,527.0,61.0,0.795998143,77352.0,10717.0,7566.0,11500.0,4432.0,13455.0,27744.0,1938.0,0.861451546,Tewkesbury,"317,000",Tewkesbury,Non-metropolitan District,"97,000","82,269"
E07000084,76642.0,20406.0,8299.0,12107.0,51816.0,7241.0,27355.0,9437.0,13269.0,4649.0,9737.0,5612.0,3613.0,512.0,7033.0,4315.0,2718.0,450.0,450.0,4420.0,1680.0,2740.0,292.1,76645.0,20406.0,48340.0,1107.0,5244.0,1548.0,0.10305956,178986.0,166352.0,12634.0,6530.0,4316.0,1462.0,326.0,0.990010392,185157.0,92794.0,64764.0,20776.0,5419.0,1404.0,0.963150191,76645.0,32020.0,24578.0,18109.0,1709.0,229.0,0.738443473,149807.0,21302.0,15914.0,21571.0,7405.0,27027.0,52806.0,3782.0,0.857803707,Basingstoke and Deane,"355,000",Basingstoke and Deane,Non-metropolitan District,"187,817","168,550"
E07000085,52721.0,13910.0,7245.0,6665.0,36445.0,6869.0,19571.0,7175.0,9023.0,3373.0,5518.0,3158.0,2033.0,327.0,4262.0,2498.0,1764.0,225.0,225.0,2366.0,861.0,1505.0,244.4,52716.0,13910.0,34507.0,455.0,3177.0,667.0,0.081550193,122308.0,118808.0,3500.0,1889.0,1150.0,383.0,78.0,0.996230827,125744.0,63828.0,43139.0,14273.0,3599.0,905.0,0.964181194,52718.0,25047.0,16098.0,10593.0,891.0,89.0,0.780473463,103830.0,13605.0,9076.0,15052.0,4996.0,18474.0,40207.0,2420.0,0.868968506,East Hampshire,"440,000",East Hampshire,Non-metropolitan District,"127,319","116,010"
